Reference Type,Author of Review,Year,Title of Review,Title of Journal,Volume,Issue,Page Range,Reviewed Author,Reviewed Title,Epub Date,Date,ISSN,DOI,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Review,"Coupeau, J. Carlos",2012,,Archivum historicum Societatis Iesu,81,161,320–331,Manuel Ruiz Jurado,Jerónimo Nadal: El teólogo de la gracia de la vocación,,,0037-8887,,,,,16th century,Institute|Theology,Europe,"Nadal, Jerónimo, 1507–1580",,,,,,Spanish,CULL|REVIEW
Book Review,"Coupeau, J. Carlos",2013,,Archivum historicum Societatis Iesu,82,163,291–296,Brian O'Leary,Sent into the Lord's Vineyard. Explorations in the Jesuit Constitutions,,January,0037-8887,,,,,,Institute -- Constitutions,,,,,,,,Spanish,CULL|REVIEW
Book Review,"Cousins, James P.",2012,,Journal of Southern History,78,4,956,Robert Emmett Curran,"A History of Georgetown University. Volume 1: From Academy to University, 1789–1889; Volume 2: The Quest for Excellence, 1889–1964; Volume 3: The Rise to Prominence, 1964–1989",,November,0022-4642,,,,,18th century|19th century|20th century,Education -- Universities,North America -- USA -- District of Columbia -- Washington,,,,,,,English,CULL|REVIEW
Book Review,"Cózar Gutiérrez, Ramón",2014,,Hispania (Spain),74,248,846–850,Carlos A. Martínez Tornero,Los colegios de la Comunidad Valenciana tras la expulsión de los jesuitas,,,0018-2141|1988-8368,10.3989/hispania.2014.v74.i248,,http://hispania.revistas.csic.es/index.php/hispania/issue/view/42,,18th century|19th century,Education -- Colleges -- History -- Local|History -- Local -- Suppression,Europe -- Spain -- Valencia,,,,,,,Spanish,CULL|REVIEW
Book Review,"Crouch, Christian Ayne",2013,,Reviews in American History,41,2,197–201,Tracy Neal Leavelle,Between Heaven and Earth: Reconsidering Indian and Jesuit Interactions of Faith and Power,,,1080-6628,10.1353/rah.2013.0042,,http://muse.jhu.edu/journals/reviews_in_american_history/v041/41.2.crouch.html,,17th century|18th century,Foreign Missions,North America -- Canada|North America -- USA,,,,,,,English,KEEP|REVIEW
Book Review,"Crowley, Paul G.",2006,,Religious Studies Review,32,2,112,"Declan Marmion and Mary E. Hines, eds.",The Cambridge Companion to Karl Rahner,,April,1748-0922,10.1111/j.1748-0922.2006.00060_30.x,,http://onlinelibrary.wiley.com/doi/10.1111/j.1748-0922.2006.00060_30.x/abstract,,20th century,Theology|Biography,,"Rahner, Karl, 1904–1984",,,,,,English,KEEP|REVIEW
Book Review,"Crowley, Paul G.",2008,,Horizons (USA),35,2,393–394,Thomas F. O'Meara,God in the World: A Guide to Karl Rahner's Theology,,Fall,0360-9669|2050-8557,10.1017/S0360966900005697,,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=8796133&fileId=S0360966900005697,,20th century,Theology|Biography -- Intellectual,,"Rahner, Karl, 1904–1984",,,,,,English,KEEP|REVIEW
Book Review,"Crummey, Donald",2012,,Catholic Historical Review,98,4,835–836,"Isabel Boavida, Hervé Pennec, and Manuel João Ramos, eds.","Pedro Páez’s History of Ethiopia, 1622",,October,1534-0708,10.1353/cat.2012.0269,,http://muse.jhu.edu/journals/catholic_historical_review/v098/98.4.crummey.html,,17th century,Foreign Missions -- Historiography|Foreign Missions -- Sources,Africa -- Ethiopia,"Páez, Pedro, 1564–1622",,Catholic University of America Press,,,,English,CULL|REVIEW
Book Review,"Cuello, José",2014,,Hispanic American Historical Review,94,1,107–108,David Yetman,"Conflict in Colonial Sonora: Indians, Priests, and Settlers",,,0018-2168|1527-1900,10.1215/00182168-2390015,,http://hahr.dukejournals.org/content/94/1/107.full,,17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Politics|Foreign Missions -- Evangelization -- Strategies,North America -- Mexico -- Sonora,"Canal, Gerónimo de la, active 17th century",,,,,,English,CULL|REVIEW
Book Review,"Cull, John T.",2015,,Journal of Jesuit Studies,2,3,481–185,"Monica Calabritto and Peter Daly, eds.",Emblems of Death in the Early Modern Period,,,2214-1324|2214-1332,10.1163/22141332-00203005-02,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00203005-02,,16th century|17th century|18th century,Arts -- Emblematics|Arts -- Images|Literature -- Poetry,Europe,"Vieira, António, 1608-1697",,,,,,English,KEEP|REVIEW
Book Review,"Cupillard, Dominique",2011,,Études,414,1,120–121,François Sureau,Inigo,,January,0014-1941,,,http://www.cairn.info/article.php?ID_ARTICLE=ETU_4141_0115,,16th century,Biography,Europe -- Spain,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
Book Review,"Curran, Robert Emmett",2015,,Catholic Historical Review,101,4,952–953,Cornelius Michael Buckley,"Stephen Larigaudelle Dubuisson, S.J. (1786–1864), and the Reform of the American Jesuits",,Autumn,1534-0708|0008-8080,10.1353/cat.2015.0229,,https://muse.jhu.edu/article/604248,,19th century,Foreign Missions -- History -- Regional|Foreign Missions -- Identity,North America -- USA,"Dubuisson, Stephen Larigaudelle, 1786–1864",,,,,,English,KEEP|REVIEW
Book Review,"Currie, Charles L.",2014,,American Catholic Studies,125,2,69–71,Mary Beth Combs and Patricia Ruggiano Schmidt,"Transforming Ourselves, Transforming the World: Justice in Jesuit Higher Education",,Summer,2161-8534|2161-8542,10.1353/acs.2014.0039,,http://muse.jhu.edu/article/556869,,21st century,Education -- Higher Education -- Identity|Education -- Higher Education -- Spirituality,North America -- USA,,,,,,,English,KEEP|REVIEW
Book Review,"Cushner, Nicholas P.",2005,,Hispanic American Historical Review,85,4,700–701,Margaret M. Olsen,Slavery and Salvation in Colonial Cartagena de Indias,,November,0018-2168,10.1215/00182168-85-4-700,,http://hahr.dukejournals.org/content/85/4/683.full,,17th century,Foreign Missions -- History -- Local|Foreign Missions -- Slavery|Foreign Missions -- Evangelization -- Strategies,South America -- Colombia -- Cartagena,,,,,,,English,CULL|REVIEW
Book Review,"D'Agostino, Peter",2004,,Catholic Historical Review,90,3,573–574,Vincent Lapomarda,The Jesuits in the United States: The Italian Heritage,,July,0008-8080,10.1353/cat.2004.0121,,https://muse.jhu.edu/article/172871,,18th century|19th century|20th century|21st century,Foreign Missions -- History -- Regional|Foreign Missions -- Prosopography,North America -- USA,,,,,,,English,KEEP|REVIEW
Book Review,"Dahlinger, James H.",2016,,Journal of Jesuit Studies,3,1,130–131,Gaëlle Serena,D’Encre et de sang: Les jésuites en Angleterre (1580–1610),,,2214-1324,10.1163/22141332-00301005-15,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00301005-15,,16th century|17th century,History -- Regional|Controversies -- England|Martyrdom,Europe -- UK,"Southwell, Robert, Saint, c.1561–1595","Tours: Presses Universitaires François Rabelais, 2014. Pp. 396 . Pb, 25 euros.",,,,,English,KEEP|REVIEW
Book Review,"Daireaux, Luc|Long, Jane C.",2008,,Sixteenth Century Journal,39,2,473–474,Eric Nelson,The Jesuits and the Monarchy: Catholic Reform and Political Authority in France (1590–1615),,Summer,0361-0160|2326-0726,10.2307/20478901,,http://www.jstor.org/stable/20478901,,16th century|17th century,History -- Regional|Politics -- Monarchy|Political Thought,Europe -- France,,,,,,,English,KEEP|REVIEW
Book Review,"Dale, Melissa",2008,,International Bulletin of Missionary Research,32,1,48–49,Liam Matthew Brockey,"Journey to the East: The Jesuit Mission to China, 1579–1724",,January,0272-6122,,,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Travel,Asia -- China,,,,,,,English,KEEP|REVIEW
Book Review,"Daly, Peter M.",2015,,Journal of Jesuit Studies,2,3,519–521,Christine Schneider,Kirche und Kolleg der Jesuiten in Dillingen an der Donau,,,2214-1324|2214-1332,10.1163/22141332-00203005-14,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00203005-14,,16th century|17th century|18th century,Education -- Colleges -- History -- Local,Europe -- Germany -- Bavaria -- Dillingen,,,,,,,English,KEEP|REVIEW
Book Review,"Dalzell, Thomas G.",2002,,Theological Studies,63,2,397–398,,Say It Is Pentecost: A Guide through Balthasar's Logic,,June,0040-5639,,,,,20th century,Philosophy -- Logic|Theology -- Trinity -- Holy Spirit,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"D'Andrea, David",2011,,Sixteenth Century Journal,42,2,555–556,Paul F. Grendler,"The University of Mantua, the Gonzaga, and the Jesuits, 1584–1630",,Summer,0361-0160|2326-0726,,,,,16th century|17th century,Education -- Universities,Europe -- Italy -- Mantua,,,,,,,English,KEEP|REVIEW
Book Review,"Danieluk, Robert",2007,,East and West,57,4-Jan,422–424,Enzo Gualtiero Bargiacchi,Ippolito Desideri S.J.: Opere e bibliografia,,December,0012-8376,10.2307/29757750,,http://www.jstor.org/stable/29757750,,18th century,Foreign Missions -- Biography -- Bibliography,Asia -- China -- Tibet,"Desideri, Ippolito, 1684–1733",,,,,,English,CULL|REVIEW
Book Review,"Danieluk, Robert",2008,,Archivum historicum Societatis Iesu,77,154,533–535,"Paul Gilbert, ed.",Universitas nostra Gregoriana: La Pontificia Università Gregoriana ieri ed oggi,,July–December,0037-8887,,,,,16th century|17th century|18th century|19th century|20th century,Education -- Universities -- History -- Local,Europe -- Italy -- Rome,,,,,,,Italian,CULL|REVIEW
Book Review,"Danieluk, Robert",2008,,Archivum historicum Societatis Iesu,77,154,528–529,"Robert Godding, Bernard Jossart, Xavier Lequeux, François de Vriendt, Joseph Van der Straeten","Bollandistes, saints et légendes: Quatre siècles de recherche",,July–December,0037-8887,,,,,16th century,Bollandists|Hagiography -- History,Europe -- Belgium,"Rosweyde, Heribert, 1569–1629|Bolland, Jean, 1596–1665",,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2010,,Archivum historicum Societatis Iesu,79,158,561–563,,L'Institut Biblique Pontifical: Un siècle d'histoire (1909–2009),,July–December,0037-8887,,,,,20th century|21st century,Education -- Universities -- Institutions -- History -- Local|Education -- Higher Education -- Theology,Europe -- Italy -- Rome,,,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2010,,Archivum historicum Societatis Iesu,79,158,578–580,"Bernard Jossart, ed.",Éditer les martyrologes Henri Quentin et les Bollandists: Correspondance,,July–December,0037-8887,,,,,19th century|20th century,Bollandists -- Primary Sources -- Correspondence,Europe -- Belgium,"Delehaye, Hippolyte, 1859–1941",,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2010,,Archivum historicum Societatis Iesu,79,157,242–244,"Robert Godding, Bernard Joassart, Xavier Lequeux, and François De Vriendt, eds.","De Rosweyde aux Acta Sanctorum: La recherche hagiographiques des Bollandistes à travers quartre siècles; Actes du Colloque international (Bruxelles, 5 Octobre 2007)",,January–June,0037-8887,,,,,16th century|17th century,Bollandists -- Hagiography,Europe -- Belgium -- Antwerp,"Rosweyde, Heribert, 1569–1629",,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2011,,Archivum historicum Societatis Iesu,80,159,313–316,"Michela Catto, Guido Mongini, and Silvia Mostaccio, eds.",Evangelizzazione e globalizzazione: Le missioni gesuitiche nell'età moderna tra storia e storiografia,,,0037-8887,,,,,16th century|17th century|18th century,Foreign Missions -- Historiography,Europe|Asia,,,,,,,Italian,CULL|REVIEW
Book Review,"Danieluk, Robert",2011,,Archivum historicum Societatis Iesu,80,159,316–317,Bernard Joassart,De Constantinople à Athènes: Louis Petit et les Bollandistes: Correspondance d’un archevêque savant (1902–1926),,,0037-8887,,,,,20th century,Hagiography -- Bollandists,Asia -- Turkey -- Kadiköy|Europe -- Belgium -- Brussels,"Petit, Louis, 1868–1927|Delehaye, Hippolyte, 1859–1941",,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2012,,Archivum historicum Societatis Iesu,81,162,735–740,Phil Kilroy,"The Society of the Sacred Heart in Nineteenth-Century France, 1800–1865",,,0037-8887,,,,,19th century,Ministries -- Women|Devotion -- Sacred Heart,Europe -- France|Europe -- Italy,,,,,,,English,CULL|REVIEW
Book Review,"Danieluk, Robert",2012,,Archivum historicum Societatis Iesu,81,161,416–419,Antal Molná,"Le Saint-Siège, Raguse et les missions catholiques de la Hongrie ottomane, 1572–1647",,,0037-8887,,,,,16th century|17th century,Foreign Missions,Europe -- Hungary,,,,,,,French,CULL|REVIEW
Book Review,"Danieluk, Robert",2015,,Journal of Jesuit Studies,2,2,309–311,"Urbano Valero Agúndez, ed.",Supresión y restauración de la Compañía de Jesús: Documentos,,,2214-1324|2214-1332,10.1163/22141332-00202007-04,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00202007-04,,18th century|19th century,History -- Suppression|History -- Restoration|Primary Sources -- Editions,,,,,,,,English,KEEP|REVIEW
Book Review,"Danieluk, Robert",2017,,Journal of Jesuit Studies,4,2,297–299,"Cristiano Casalini and Claude Pavur, S.J., eds.","Jesuit Pedagogy, 1540–1616: A Reader",,,2214-1324|2214-1332,10.1163/22141332-00402008,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00402008,,16th century|17th century,Education -- History -- General|Identity -- Pedagogy|Historiography -- Primary Sources -- Editions,,"Ignatius, of Loyola, Saint, c.1491–1556|Favre, Pierre, 1506–1546|Laínez, Diego, 1512–1565|Polanco, Juan Alfonso de, 1517–1576",,,,,,English,KEEP|REVIEW
Book Review,"Darowski, Roman",2012,,Forum philosophicum,17,2,283–296,Roman Dorowski,"Filozofia jezuitów na ziemiach dawnej Rzeczypospolitej w XIX wieku [The philosophy of the Jesuits in the territories of the former Commonwealth: Poland, Lithuania, Belarus and Ukraine in the 19th century]",,Autumn,1426-1898,10.5840/forphil201217220,,http://www.pdcnet.org/pdc/bvdb.nsf/purchase?openform&fp=forphil&id=forphil_2012_0017_0002_0283_0296,,19th century,Philosophy -- History|History -- Regional,Europe -- Poland|Europe -- Lithuania|Europe -- Belarus|Europe -- Ukraine,,,,,,,English,KEEP|REVIEW
Book Review,"Dasseleer, Pascal",2010,,Nouvelle revue théologique,132,2,330,"Albert Chapelle, prefaced by Paul Favraux",Ontologie,,,0029-4845,10.3917/nrt.322.0328,,http://www.nrt.be/fr/Ontologie%2C-pr%C3%A9f.-P.-Favraux-sj-recension-8457|http://www.cairn.info/revue-nouvelle-revue-theologique-2010-2-page-328.htm,,20th century,Philosophy -- Ontology,,"Chapelle, Albert, 1929–2003",,,,,,French,CULL|REVIEW
Book Review,"Davidson, Peter",2007,,University of Toronto Quarterly,76,1,395–396,Evonne Levy,Propaganda and the Jesuit Baroque,,Winter,0042-0247,10.1353/utq.2007.0051,,http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/university_of_toronto_quarterly/v076/76.1davidson.html,,17th century|18th century,Arts -- Baroque|Propaganda|History -- Literature,Europe,,,,,,,English,KEEP|REVIEW
Book Review,"Davidson, Peter",2010,,University of Toronto Quarterly,79,1,364–367,"Peter M. Daly and Richard Dimler, eds.","Corpus librorum emblematum: The Jesuit Series, Volumes 4 and 5",,Winter,0042-0247,10.1353/utq.2010.0053,,http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/university_of_toronto_quarterly/v079/79.1.davidson.html,,16th century|17th century|18th century,Arts -- Emblems|Writings,Europe,"Menestrier, Claude-François, 1631–1705",,,,,,English,KEEP|REVIEW
Book Review,"Davies, Drew Edward",2013,,Journal of the American Musicological Society,66,2,562–565,Susan Boynton,Silent Music: Medieval Song and the Construction of History in Eighteenth-Century Spain,,Summer,0003-0139,10.1525/jams.2013.66.2.562,,http://www.jstor.org/stable/10.1525/jams.2013.66.2.562,,18th century,Music,Europe -- Spain,"Burriel, Andrés Marcos, 1719–1762",,,,,,English,CULL|REVIEW
Book Review,"Davies, Jonathan",2010,,Reinassance Quarterly,63,1,225–226,Paul F. Grendler,"The University of Mantua, the Gonzaga and the Jesuits, 1584–1630",,Spring,0034-4338,10.1086/652564,,http://www.jstor.org/stable/10.1086/652564,,16th century|17th century,Education -- Universities -- History -- Local,Europe -- Italy -- Mantua,,,,,,,English,KEEP|REVIEW
Book Review,"Davies, Marvyn",2011,,One in Christ,45,1,173–175,"Oliver P. Rafferty, ed.",George Tyrrell and Catholic Modernism,,,0030-252X,,,,,19th century|20th century,Controversies -- Modernism,Europe,"Tyrrell, George, 1861–1909",,,,,,English,CULL|REVIEW
Book Review,"Davis, Edward B.",2007,,ISIS,98,3,617–618,Richard G. Olson,"Science and Religion, 1450–1900: From Copernicus to Darwin",,,0021-1753,10.1086/524234,,http://www.jstor.org/stable/10.1086/524234,,16th century|17th century|18th century|19th century,History -- Science|Sciences -- Scientific Revolution,Europe,,,,,,,English,CULL|REVIEW
Book Review,"Day, John",2015,,Imago mundi,67,2,248–249,"Roberto M. Ribeiro with John W. O’Malley, S.J., ed.",Jesuit Mapmaking in China: D’Anville’s ‘Nouvelle Atlas de la Chine’ (1737),,,0308-5694|1479-7801,,,http://www.tandfonline.com/doi/abs/10.1080/03085694.2015.1027578,,18th century,Foreign Missions -- Geography -- Cartography|Foreign Missions -- Arts -- Images -- Atlas,Asia -- China,,,,,,,English,KEEP|REVIEW
Book Review,"D'Costa, Gavin",2010,,Reviews in Religion and Theology,17,3,299–300,Luke Clossey,Salvation and Globalization in the Early Jesuit Missions,,September,1467-9418,10.1111/j.1467-9418.2010.00561.x,,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9418.2010.00561.x/abstract,,16th century|17th century|18th century,Foreign Missions -- History,Asia -- China|Europe -- Germany|North America -- Mexico,,,,,,,English,KEEP|REVIEW
Book Review,"De Gaál Gyulai, Emery",2004,,Theological Studies,64,4,883–883,,Hans Urs von Balthasar begegnen,,December,0040-5639,,,,,20th century,Theology -- Method|Biography -- Intellectual,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"De Grijs, Richard",2015,,Journal of the Royal Asiatic Society,25,3,538–540,Noël Golvers,Libraries of Western learning for China: Circulation of Western books between Europe and China in the Jesuit Mission (ca. 1650 – ca. 1750),,July,1356-1863|1474-0591,10.1017/S1356186315000127,,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/div-classtitlelibraries-of-western-learning-for-china-circulation-of-western-books-between-europe-and-china-in-the-jesuit-mission-ca-1650-ca-1750-by-noelgolvers-1-logistics-of-book-acquisition-and-circulation-leuven-chinese-studies-xxiii-pp-679-2012-and-2-formation-of-jesuit-libraries-leuven-chinese-studies-xxvi-pp-559-leuven-leuven-university-press-2013div/C476A75B18EA189227402A8079A63172,,17th century|18th century,Foreign Missions -- History of Books|Foreign Missions -- Archives and Libraries|Foreign Missions -- History -- Regional -- Intellectual History,Asia -- China|Europe,,,,,,,English,KEEP|REVIEW
Book Review,"De Longcamp, Gonzague",2013,,Nouvelle revue théologique,135,2,334–335,Denis Dupont-Fauville,L'Église Mère chez Henri de Lubac,,April–June,0029-4845,,,http://www.nrt.be/fr/L%27%C3%89glise-M%C3%A8re-chez-Henri-de-Lubac-recension-9967,,20th century,Theology -- Ecclesiology,,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|URL|REVIEW
Book Review,"De Maeseneer, Yves",2013,,Horizons (USA),40,1,100–106,Karen Kilby,Balthasar: A (Very) Critical Introduction,,June,0360-9669|2050-8557,10.1017/hor.2013.6,,https://www.cambridge.org/core/journals/horizons/article/balthasar-a-very-critical-introduction-four-perspectives-iii-balthasar-a-very-critical-introduction-by-karen-kilby-grand-rapids-mi-w-b-eerdmans-2012-xi-188-pages-2300-paper/8375FF3AC321B116D25C4A6FB1B9C5DA,,,Theology,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"De Pril, Ward",2010,,Ephemerides theologicae Lovanienses,86,1,246–247,Hans Boersma,Nouvelle théologie and Sacramental Ontology: A Return to Mystery,,,0013-9513|1783-1423,10.2143/ETL.86.1.2051618,,http://poj.peeters-leuven.be/content.php?url=article&id=2051618&journal_code=ETL,,20th century,Theology -- Nouvelle théologie|Theology -- Sacraments|Theology -- Ontology,Europe,"de Lubac, Henri, 1896–1991|Bouillard, Henri, 1908–1981|von Balthasar, Hans Urs, 1905–1988|Daniélou, Jean, 1905–1974",,,,,,English,CULL|REVIEW
Book Review,"De Pril, Ward",2013,,Louvain Studies,37,1,88–90,"Gabriel Flynn and Paul D. Murray, eds.",Ressourcement: A Movement for Renewal in Twentieth-Century Catholic Theology,,,0024-6964|1783-161X,10.2143/LS.37.1.3027851,,http://poj.peeters-leuven.be/content.php?url=article&id=3027851&journal_code=LS,,20th century,Theology -- Movements -- Nouvelle théologie |Theology -- History,,"de Lubac, Henri, 1896–1991|Daniélou, Jean, 1905–1974|Teilhard de Chardin, Pierre, 1881–1955|Maréchal, Joseph, 1878–1944|Bouillard, Henri, 1908–1981|von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"Declerck, Leo",2006,,Ephemerides theologicae Lovanienses,82,4,513–515,"Alexandra von Teuffenbach, ed.","Konzilstagebuch Sebastian Tromp, s.j. mit Erläuterungen und Akten aus der Arbeit der Theologischen Kommission II. Vatikanisches Konzil, 2 volumes",,,0013-9513|1783-1423,10.2143/ETL.82.4.2018924,,http://poj.peeters-leuven.be/content.php?url=article&id=2018924,,20th century,Councils -- Vatican II|Primary Sources -- Notebooks,Europe -- Italy -- Rome,"Tromp, Sebastian, 1889–1975",,,,,,French,CULL|REVIEW
Book Review,"Declerck, Leo",2011,,Ephemerides theologicae Lovanienses,87,1,272–274,"Alexandra von Teuffenbach, ed.","Konzilstagebuch Sebastian Tromp SJ, mit Erläuterungen und Akten aus der Arbeit der Kommission für Glauben und Sitten, II. Vatikanisches Konzil",,,0013-9513,10.2143/ETL.81.1.2122236,,http://poj.peeters-leuven.be/content.php?url=article&id=2122236&journal_code=ETL,,20th century,History -- Councils -- Vatican II,Europe,"Tromp, Sebastian, 1889–1975",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2009,,Nouvelle revue théologique,131,4,829,"Georges Chantraine, pefaced by Emmanuel Tourpe","Henri de Lubac, Vol II: Les années de formation (1919–1929)",,,0029-4845,10.3917/nrt.314.0829,,http://www.nrt.be/fr/Henri-de-Lubac-t.-II.-Les-ann%C3%A9es-de-formation-%281919-1929%29%2C-pr%C3%A9f.-E.Tourpe-recension-9181|http://www.cairn.info/revue-nouvelle-revue-theologique-2009-4-page-829.htm,,20th century,Biography|Theology|Writings,Europe -- France,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2010,,Nouvelle revue théologique,132,3,477,Michela Catto,La Compagnia divisa: Il dissenso nell'ordine gesuitico tra '500 e '600,,,0029-4845,,,http://www.nrt.be/fr/La-Compagnia-divisa.-Il-dissenso-nell%27ordine-gesuitico-tra-%27500-e-%27600-recension-9050,,16th century|17th century,Government -- Dissent|Government -- Generals,Europe,"Ignatius, of Loyola, Saint, c.1491–1556|Borja, Francisco de, Saint, 1510–1572|Mercurian, Everard, 1514–1580|Acquaviva, Claudio, 1543–1615",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2010,,Nouvelle revue théologique,132,3,479,Robert Danieluk,Oecuménisme au XIXe siècle: Jésuites russes et union des Églises d'après les archives romaines de la Compagnie de Jésus,,,0029-4845,,,http://www.nrt.be/fr/%C2%AB%26nbsp%3BOecum%C3%A9nisme%26nbsp%3B%C2%BB-au-XIXe-si%C3%A8cle.-J%C3%A9suites-russes-et-union-des-%C3%89glises-d%27apr%C3%A8s-les-archives-romaines-de-la-Compagnie-de-J%C3%A9sus-recension-9197,,19th century,Libraries and Archives -- Primary Sources|Theology -- Ecumenism|Eastern Orthodox Church -- Interreligious Dialogue,Europe -- Russia|Europe -- France,"Gagarin, Jean, 1814–1882",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2010,,Nouvelle revue théologique,132,1,152,Santiago Arzubialde Echeverría,"Ejercicios espirituales de S. Ignacio: Historia y análisis, 2nd edition",,,0029-4845,10.3917/nrt.321.0152,,http://www.nrt.be/fr/Ejercicios-Espirituales-de-S.-Ignacio.-Historia-y-An%C3%A1lisis-%28nueva-edici%C3%B3n%29-recension-9161|http://www.cairn.info/revue-nouvelle-revue-theologique-2010-1-page-152.htm,,16th century|20th century,Ignatius of Loyola -- Spiritual Exercises,,"Ignatius, of Loyola, Saint, c.1491–1556|Przywara, Erich, 1889–1972|Fessard, Gaston, 1897–1978|Rahner, Karl, 1904–1984|von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book Review,"Decloux, Simon",2011,,Nouvelle revue théologique,133,4,646,"Gianni La Bella, ed.",Pedro Arrupe: Supérieur général des jésuites (1965–1983),,,0029-4845,,,http://www.nrt.be/fr/Pedro-Arrupe%2C-sup%C3%A9rieur-g%C3%A9n%C3%A9ral-des-J%C3%A9suites-%281965-1983%29%2C-%C3%A9d.-G.-La-Bella-recension-9463,,20th century,Government -- Generals|Biography,Europe,"Arrupe, Pedro, 1907–1991",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2011,,Nouvelle revue théologique,133,1,164,"Bernard Pottier, ed.",Dieu à la source. La théologie d'Albert Chapelle. Acte de colloque,,,0029-4845,,,http://www.nrt.be/fr/Dieu-%C3%A0-la-source.-La-th%C3%A9ologie-d%27Albert-Chapelle.-Acte-de-colloque-recension-9762,,20th century,Theology,,"Chapelle, Albert, 1929–2003",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2011,,Nouvelle revue théologique,133,1,133,Laetitia Calmeyn,Principes et fondements théologiques de la morale selon le père Albert Chapelle,,,0029-4845,,,http://www.nrt.be/fr/Principes-et-fondements-th%C3%A9ologiques-de-la-morale-selon-le-p%C3%A8re-Albert-Chapelle-recension-9875,,20th century,Theology -- Moral,,"Chapelle, Albert, 1929–2003",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2011,,Nouvelle revue théologique,133,1,137,François Gonon,"L'étude de l'Écriture Sainte, âme de la théologie morale. Les chemins ouverts par Henri de Lubac, Paul Beauchamp et Jean-Marie Hennaux",,,0029-4845,,,http://www.nrt.be/fr/L%27%C3%A9tude-de-l%27%C3%89criture-Sainte%2C-%C3%A2me-de-la-th%C3%A9ologie-morale.-Les-chemins-ouverts-par-Henri-de-Lubac%2C-Paul-Beauchamp-et-Jean-Marie-Hennaux-recension-9689,,20th century|21st century,Theology -- Moral,,"de Lubac, Henri, 1896–1991|Beauchamp, Paul, 1924–2001|Hennaux, Jean-Marie, active 20th–21st century",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2011,,Nouvelle revue théologique,133,2,338,Grégory Woimbée,La presqu'île du divin. Objectivité de la raison théologique chez Bernard Lonergan,,,0029-4845,,,http://www.nrt.be/fr/La-presqu%27%C3%AEle-du-divin.-Objectivit%C3%A9-de-la-raison-th%C3%A9ologique-chez-Bernard-Lonergan-recension-9804,,20th century,Theology,,"Lonergan, Bernard J. F., 1904–1984",,,,,,French,CULL|URL|REVIEW
Book Review,"Decloux, Simon",2011,,Revue théologique de Louvain,42,2,296,Santiago Arzubialde,Ejercicios espirituales de S. Ignacio. Historia y análisis,,,0080-2654|1783-8401,10.2143/RTL.42.2.2114164,,http://poj.peeters-leuven.be/content.php?url=article&id=2114164&journal_code=RTL,,16th century,Spirituality -- Spiritual Exercises,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
